,0
436,"{'label': 'POSITIVE', 'score': 0.9981318116188049}"
437,"{'label': 'POSITIVE', 'score': 0.9985253214836121}"
438,"{'label': 'POSITIVE', 'score': 0.991317629814148}"
439,"{'label': 'POSITIVE', 'score': 0.987704873085022}"
440,"{'label': 'POSITIVE', 'score': 0.9286032319068909}"
441,"{'label': 'NEGATIVE', 'score': 0.9985309839248657}"
442,"{'label': 'POSITIVE', 'score': 0.9970921277999878}"
443,"{'label': 'POSITIVE', 'score': 0.9985828399658203}"
444,"{'label': 'NEGATIVE', 'score': 0.997983455657959}"
445,"{'label': 'NEGATIVE', 'score': 0.989352285861969}"
446,"{'label': 'POSITIVE', 'score': 0.980097770690918}"
447,"{'label': 'POSITIVE', 'score': 0.9972620010375977}"
448,"{'label': 'POSITIVE', 'score': 0.9979733824729919}"
449,"{'label': 'POSITIVE', 'score': 0.9881476759910583}"
450,"{'label': 'POSITIVE', 'score': 0.997491717338562}"
451,"{'label': 'POSITIVE', 'score': 0.9984412789344788}"
452,"{'label': 'NEGATIVE', 'score': 0.9927864670753479}"
453,"{'label': 'POSITIVE', 'score': 0.9975456595420837}"
454,"{'label': 'NEGATIVE', 'score': 0.7388028502464294}"
455,"{'label': 'POSITIVE', 'score': 0.9983507394790649}"
456,"{'label': 'NEGATIVE', 'score': 0.9961442947387695}"
457,"{'label': 'NEGATIVE', 'score': 0.9925894737243652}"
458,"{'label': 'POSITIVE', 'score': 0.9954511523246765}"
459,"{'label': 'POSITIVE', 'score': 0.9985190033912659}"
460,"{'label': 'NEGATIVE', 'score': 0.8220832943916321}"
461,"{'label': 'POSITIVE', 'score': 0.9984664916992188}"
462,"{'label': 'POSITIVE', 'score': 0.998175859451294}"
463,"{'label': 'NEGATIVE', 'score': 0.9413796663284302}"
464,"{'label': 'POSITIVE', 'score': 0.9982885718345642}"
465,"{'label': 'NEGATIVE', 'score': 0.909814715385437}"
466,"{'label': 'POSITIVE', 'score': 0.9982459545135498}"
467,"{'label': 'POSITIVE', 'score': 0.9975075721740723}"
468,"{'label': 'POSITIVE', 'score': 0.9914280772209167}"
469,"{'label': 'NEGATIVE', 'score': 0.9715349674224854}"
470,"{'label': 'POSITIVE', 'score': 0.998553454875946}"
471,"{'label': 'POSITIVE', 'score': 0.9986329674720764}"
472,"{'label': 'POSITIVE', 'score': 0.9890768527984619}"
473,"{'label': 'POSITIVE', 'score': 0.9980545043945312}"
474,"{'label': 'POSITIVE', 'score': 0.9864978194236755}"
475,"{'label': 'POSITIVE', 'score': 0.9985042810440063}"
476,"{'label': 'POSITIVE', 'score': 0.9980512857437134}"
477,"{'label': 'POSITIVE', 'score': 0.9943385720252991}"
478,"{'label': 'POSITIVE', 'score': 0.9911653399467468}"
479,"{'label': 'POSITIVE', 'score': 0.9969916343688965}"
480,"{'label': 'POSITIVE', 'score': 0.9982635378837585}"
481,"{'label': 'POSITIVE', 'score': 0.9985365867614746}"
482,"{'label': 'POSITIVE', 'score': 0.9985560774803162}"
483,"{'label': 'NEGATIVE', 'score': 0.9973239898681641}"
484,"{'label': 'POSITIVE', 'score': 0.9980250597000122}"
485,"{'label': 'POSITIVE', 'score': 0.9910430908203125}"
486,"{'label': 'NEGATIVE', 'score': 0.9904311299324036}"
487,"{'label': 'POSITIVE', 'score': 0.9959367513656616}"
488,"{'label': 'POSITIVE', 'score': 0.997186005115509}"
489,"{'label': 'POSITIVE', 'score': 0.9984466433525085}"
490,"{'label': 'POSITIVE', 'score': 0.998464822769165}"
491,"{'label': 'POSITIVE', 'score': 0.9984301924705505}"
492,"{'label': 'POSITIVE', 'score': 0.9442782402038574}"
493,"{'label': 'POSITIVE', 'score': 0.9985916018486023}"
494,"{'label': 'POSITIVE', 'score': 0.9941515326499939}"
495,"{'label': 'POSITIVE', 'score': 0.9985711574554443}"
496,"{'label': 'POSITIVE', 'score': 0.9944795370101929}"
497,"{'label': 'NEGATIVE', 'score': 0.9972577691078186}"
498,"{'label': 'NEGATIVE', 'score': 0.9824506640434265}"
499,"{'label': 'POSITIVE', 'score': 0.9920830726623535}"
500,"{'label': 'POSITIVE', 'score': 0.998322069644928}"
501,"{'label': 'POSITIVE', 'score': 0.997559666633606}"
502,"{'label': 'POSITIVE', 'score': 0.9976853132247925}"
503,"{'label': 'NEGATIVE', 'score': 0.9763774275779724}"
504,"{'label': 'POSITIVE', 'score': 0.9977940320968628}"
505,"{'label': 'POSITIVE', 'score': 0.9983125925064087}"
506,"{'label': 'POSITIVE', 'score': 0.9700222611427307}"
507,"{'label': 'POSITIVE', 'score': 0.9931957721710205}"
508,"{'label': 'POSITIVE', 'score': 0.9983909130096436}"
509,"{'label': 'POSITIVE', 'score': 0.9855404496192932}"
510,"{'label': 'POSITIVE', 'score': 0.9948232173919678}"
511,"{'label': 'POSITIVE', 'score': 0.9931371212005615}"
512,"{'label': 'POSITIVE', 'score': 0.9979647397994995}"
513,"{'label': 'POSITIVE', 'score': 0.994329035282135}"
514,"{'label': 'POSITIVE', 'score': 0.9958129525184631}"
515,"{'label': 'POSITIVE', 'score': 0.9986351132392883}"
516,"{'label': 'NEGATIVE', 'score': 0.9928998947143555}"
517,"{'label': 'POSITIVE', 'score': 0.9974446296691895}"
518,"{'label': 'POSITIVE', 'score': 0.9963162541389465}"
519,"{'label': 'POSITIVE', 'score': 0.9934918284416199}"
520,"{'label': 'POSITIVE', 'score': 0.9982889294624329}"
521,"{'label': 'POSITIVE', 'score': 0.997858464717865}"
522,"{'label': 'POSITIVE', 'score': 0.9981503486633301}"
523,"{'label': 'NEGATIVE', 'score': 0.9559489488601685}"
524,"{'label': 'POSITIVE', 'score': 0.9986768364906311}"
525,"{'label': 'POSITIVE', 'score': 0.9975106716156006}"
526,"{'label': 'POSITIVE', 'score': 0.998455286026001}"
527,"{'label': 'POSITIVE', 'score': 0.9971828460693359}"
528,"{'label': 'POSITIVE', 'score': 0.9986257553100586}"
529,"{'label': 'POSITIVE', 'score': 0.998439371585846}"
530,"{'label': 'NEGATIVE', 'score': 0.9950070381164551}"
531,"{'label': 'POSITIVE', 'score': 0.9982278943061829}"
532,"{'label': 'POSITIVE', 'score': 0.9949729442596436}"
533,"{'label': 'POSITIVE', 'score': 0.9962694644927979}"
534,"{'label': 'POSITIVE', 'score': 0.9967491626739502}"
535,"{'label': 'POSITIVE', 'score': 0.9967467784881592}"
536,"{'label': 'NEGATIVE', 'score': 0.9792245030403137}"
537,"{'label': 'POSITIVE', 'score': 0.9985483288764954}"
538,"{'label': 'POSITIVE', 'score': 0.9986709356307983}"
539,"{'label': 'POSITIVE', 'score': 0.9969093203544617}"
540,"{'label': 'POSITIVE', 'score': 0.9953272342681885}"
541,"{'label': 'POSITIVE', 'score': 0.9985939860343933}"
542,"{'label': 'POSITIVE', 'score': 0.9946280121803284}"
543,"{'label': 'POSITIVE', 'score': 0.9975762963294983}"
544,"{'label': 'NEGATIVE', 'score': 0.988532543182373}"
545,"{'label': 'POSITIVE', 'score': 0.9984413981437683}"
546,"{'label': 'POSITIVE', 'score': 0.9970357418060303}"
547,"{'label': 'POSITIVE', 'score': 0.9982171654701233}"
548,"{'label': 'POSITIVE', 'score': 0.9984362721443176}"
549,"{'label': 'NEGATIVE', 'score': 0.986879825592041}"
550,"{'label': 'POSITIVE', 'score': 0.9975192546844482}"
551,"{'label': 'POSITIVE', 'score': 0.9975525736808777}"
552,"{'label': 'POSITIVE', 'score': 0.9984031319618225}"
553,"{'label': 'POSITIVE', 'score': 0.9968468546867371}"
554,"{'label': 'POSITIVE', 'score': 0.9983236193656921}"
555,"{'label': 'POSITIVE', 'score': 0.9982960820198059}"
556,"{'label': 'POSITIVE', 'score': 0.9976413249969482}"
557,"{'label': 'POSITIVE', 'score': 0.9984264373779297}"
558,"{'label': 'POSITIVE', 'score': 0.9959931373596191}"
559,"{'label': 'POSITIVE', 'score': 0.9979435801506042}"
560,"{'label': 'POSITIVE', 'score': 0.9961795806884766}"
561,"{'label': 'POSITIVE', 'score': 0.9923925399780273}"
562,"{'label': 'POSITIVE', 'score': 0.9974260926246643}"
563,"{'label': 'POSITIVE', 'score': 0.9982126951217651}"
564,"{'label': 'POSITIVE', 'score': 0.9788241386413574}"
565,"{'label': 'POSITIVE', 'score': 0.9984495639801025}"
566,"{'label': 'POSITIVE', 'score': 0.9982666969299316}"
567,"{'label': 'POSITIVE', 'score': 0.9973834156990051}"
568,"{'label': 'NEGATIVE', 'score': 0.9851527214050293}"
569,"{'label': 'NEGATIVE', 'score': 0.9954830408096313}"
570,"{'label': 'POSITIVE', 'score': 0.9982165694236755}"
571,"{'label': 'POSITIVE', 'score': 0.9985058307647705}"
572,"{'label': 'POSITIVE', 'score': 0.9969103932380676}"
573,"{'label': 'POSITIVE', 'score': 0.9824227094650269}"
574,"{'label': 'POSITIVE', 'score': 0.9984898567199707}"
575,"{'label': 'POSITIVE', 'score': 0.9981772899627686}"
576,"{'label': 'POSITIVE', 'score': 0.9978592991828918}"
577,"{'label': 'POSITIVE', 'score': 0.9978002905845642}"
578,"{'label': 'POSITIVE', 'score': 0.9985824823379517}"
579,"{'label': 'NEGATIVE', 'score': 0.9327794909477234}"
580,"{'label': 'NEGATIVE', 'score': 0.9854479432106018}"
581,"{'label': 'POSITIVE', 'score': 0.9986441731452942}"
582,"{'label': 'POSITIVE', 'score': 0.9869197607040405}"
583,"{'label': 'NEGATIVE', 'score': 0.9946597218513489}"
584,"{'label': 'NEGATIVE', 'score': 0.9955933690071106}"
585,"{'label': 'POSITIVE', 'score': 0.9970394968986511}"
586,"{'label': 'NEGATIVE', 'score': 0.9896761775016785}"
587,"{'label': 'POSITIVE', 'score': 0.989966869354248}"
588,"{'label': 'POSITIVE', 'score': 0.9973170161247253}"
589,"{'label': 'POSITIVE', 'score': 0.9910195469856262}"
590,"{'label': 'POSITIVE', 'score': 0.9980195760726929}"
591,"{'label': 'POSITIVE', 'score': 0.9204404354095459}"
592,"{'label': 'NEGATIVE', 'score': 0.9974960684776306}"
593,"{'label': 'POSITIVE', 'score': 0.9980377554893494}"
594,"{'label': 'POSITIVE', 'score': 0.99834144115448}"
595,"{'label': 'POSITIVE', 'score': 0.9983668923377991}"
596,"{'label': 'POSITIVE', 'score': 0.9954598546028137}"
597,"{'label': 'POSITIVE', 'score': 0.9659028053283691}"
598,"{'label': 'NEGATIVE', 'score': 0.9774758815765381}"
599,"{'label': 'POSITIVE', 'score': 0.9968041181564331}"
600,"{'label': 'POSITIVE', 'score': 0.9965758919715881}"
601,"{'label': 'POSITIVE', 'score': 0.9978739023208618}"
602,"{'label': 'POSITIVE', 'score': 0.996648371219635}"
603,"{'label': 'NEGATIVE', 'score': 0.9957664012908936}"
604,"{'label': 'POSITIVE', 'score': 0.9961099028587341}"
605,"{'label': 'NEGATIVE', 'score': 0.987311840057373}"
606,"{'label': 'POSITIVE', 'score': 0.9964074492454529}"
607,"{'label': 'POSITIVE', 'score': 0.9977996945381165}"
608,"{'label': 'NEGATIVE', 'score': 0.99247145652771}"
609,"{'label': 'POSITIVE', 'score': 0.9980670809745789}"
610,"{'label': 'POSITIVE', 'score': 0.9982821941375732}"
611,"{'label': 'NEGATIVE', 'score': 0.7693777680397034}"
612,"{'label': 'NEGATIVE', 'score': 0.9762139916419983}"
613,"{'label': 'NEGATIVE', 'score': 0.9926552772521973}"
614,"{'label': 'NEGATIVE', 'score': 0.9977009892463684}"
615,"{'label': 'NEGATIVE', 'score': 0.9947675466537476}"
616,"{'label': 'POSITIVE', 'score': 0.9985488057136536}"
617,"{'label': 'POSITIVE', 'score': 0.9984904527664185}"
618,"{'label': 'POSITIVE', 'score': 0.9972461462020874}"
619,"{'label': 'POSITIVE', 'score': 0.9979079961776733}"
620,"{'label': 'NEGATIVE', 'score': 0.9645448327064514}"
621,"{'label': 'POSITIVE', 'score': 0.996912956237793}"
622,"{'label': 'POSITIVE', 'score': 0.9981934428215027}"
623,"{'label': 'POSITIVE', 'score': 0.9986894726753235}"
624,"{'label': 'POSITIVE', 'score': 0.9889917373657227}"
625,"{'label': 'POSITIVE', 'score': 0.9925301671028137}"
626,"{'label': 'POSITIVE', 'score': 0.9975870847702026}"
627,"{'label': 'POSITIVE', 'score': 0.9947397112846375}"
628,"{'label': 'POSITIVE', 'score': 0.9986191987991333}"
629,"{'label': 'POSITIVE', 'score': 0.9764719605445862}"
630,"{'label': 'POSITIVE', 'score': 0.8628376722335815}"
631,"{'label': 'POSITIVE', 'score': 0.9982962012290955}"
632,"{'label': 'NEGATIVE', 'score': 0.9960402250289917}"
633,"{'label': 'POSITIVE', 'score': 0.916702389717102}"
634,"{'label': 'POSITIVE', 'score': 0.9976298809051514}"
635,"{'label': 'POSITIVE', 'score': 0.9984641075134277}"
636,"{'label': 'POSITIVE', 'score': 0.9887382984161377}"
637,"{'label': 'POSITIVE', 'score': 0.9856690168380737}"
638,"{'label': 'POSITIVE', 'score': 0.9963476061820984}"
639,"{'label': 'POSITIVE', 'score': 0.9961357116699219}"
640,"{'label': 'POSITIVE', 'score': 0.9932482242584229}"
641,"{'label': 'POSITIVE', 'score': 0.9927143454551697}"
642,"{'label': 'POSITIVE', 'score': 0.991159975528717}"
643,"{'label': 'POSITIVE', 'score': 0.9987450838088989}"
644,"{'label': 'POSITIVE', 'score': 0.9975226521492004}"
645,"{'label': 'NEGATIVE', 'score': 0.9862485527992249}"
646,"{'label': 'POSITIVE', 'score': 0.9938530921936035}"
647,"{'label': 'NEGATIVE', 'score': 0.9976728558540344}"
648,"{'label': 'POSITIVE', 'score': 0.9615259170532227}"
649,"{'label': 'POSITIVE', 'score': 0.9975457787513733}"
650,"{'label': 'POSITIVE', 'score': 0.9974498152732849}"
651,"{'label': 'POSITIVE', 'score': 0.9982497096061707}"
652,"{'label': 'POSITIVE', 'score': 0.997619092464447}"
653,"{'label': 'POSITIVE', 'score': 0.9982176423072815}"
654,"{'label': 'POSITIVE', 'score': 0.9981957077980042}"
655,"{'label': 'POSITIVE', 'score': 0.9876089096069336}"
656,"{'label': 'POSITIVE', 'score': 0.996046245098114}"
657,"{'label': 'POSITIVE', 'score': 0.9972547888755798}"
658,"{'label': 'POSITIVE', 'score': 0.9984827637672424}"
659,"{'label': 'POSITIVE', 'score': 0.99439537525177}"
660,"{'label': 'POSITIVE', 'score': 0.998322069644928}"
661,"{'label': 'POSITIVE', 'score': 0.9962865114212036}"
662,"{'label': 'POSITIVE', 'score': 0.9976755976676941}"
663,"{'label': 'NEGATIVE', 'score': 0.9919496774673462}"
664,"{'label': 'POSITIVE', 'score': 0.6313222050666809}"
665,"{'label': 'POSITIVE', 'score': 0.9985324144363403}"
666,"{'label': 'POSITIVE', 'score': 0.9982194304466248}"
667,"{'label': 'POSITIVE', 'score': 0.9966161847114563}"
668,"{'label': 'POSITIVE', 'score': 0.9986386895179749}"
669,"{'label': 'POSITIVE', 'score': 0.5073660612106323}"
670,"{'label': 'NEGATIVE', 'score': 0.997562050819397}"
671,"{'label': 'POSITIVE', 'score': 0.9984027743339539}"
672,"{'label': 'NEGATIVE', 'score': 0.9983388185501099}"
673,"{'label': 'POSITIVE', 'score': 0.9902515411376953}"
674,"{'label': 'POSITIVE', 'score': 0.9809303283691406}"
675,"{'label': 'POSITIVE', 'score': 0.9919407963752747}"
676,"{'label': 'POSITIVE', 'score': 0.9959497451782227}"
677,"{'label': 'POSITIVE', 'score': 0.9978749752044678}"
678,"{'label': 'NEGATIVE', 'score': 0.9964542388916016}"
679,"{'label': 'POSITIVE', 'score': 0.9984065890312195}"
680,"{'label': 'POSITIVE', 'score': 0.9982201457023621}"
681,"{'label': 'NEGATIVE', 'score': 0.9980533123016357}"
682,"{'label': 'NEGATIVE', 'score': 0.9881822466850281}"
683,"{'label': 'POSITIVE', 'score': 0.997681736946106}"
684,"{'label': 'NEGATIVE', 'score': 0.9884132742881775}"
685,"{'label': 'NEGATIVE', 'score': 0.9939805269241333}"
686,"{'label': 'POSITIVE', 'score': 0.9927394986152649}"
687,"{'label': 'POSITIVE', 'score': 0.9962105751037598}"
688,"{'label': 'POSITIVE', 'score': 0.9979774355888367}"
689,"{'label': 'NEGATIVE', 'score': 0.9602514505386353}"
690,"{'label': 'NEGATIVE', 'score': 0.9957367181777954}"
691,"{'label': 'POSITIVE', 'score': 0.9977160692214966}"
692,"{'label': 'NEGATIVE', 'score': 0.9959587454795837}"
693,"{'label': 'POSITIVE', 'score': 0.9899775981903076}"
694,"{'label': 'POSITIVE', 'score': 0.9973846077919006}"
695,"{'label': 'POSITIVE', 'score': 0.9979405999183655}"
696,"{'label': 'POSITIVE', 'score': 0.9984152317047119}"
697,"{'label': 'POSITIVE', 'score': 0.9913881421089172}"
698,"{'label': 'POSITIVE', 'score': 0.9982919096946716}"
699,"{'label': 'POSITIVE', 'score': 0.9971000552177429}"
700,"{'label': 'POSITIVE', 'score': 0.9466704726219177}"
701,"{'label': 'POSITIVE', 'score': 0.9981772899627686}"
702,"{'label': 'POSITIVE', 'score': 0.9979695677757263}"
703,"{'label': 'POSITIVE', 'score': 0.998615026473999}"
704,"{'label': 'POSITIVE', 'score': 0.998089611530304}"
705,"{'label': 'NEGATIVE', 'score': 0.9950639605522156}"
706,"{'label': 'POSITIVE', 'score': 0.9973158240318298}"
707,"{'label': 'NEGATIVE', 'score': 0.9836103916168213}"
708,"{'label': 'POSITIVE', 'score': 0.9959702491760254}"
709,"{'label': 'POSITIVE', 'score': 0.9946615099906921}"
710,"{'label': 'POSITIVE', 'score': 0.9935874938964844}"
711,"{'label': 'POSITIVE', 'score': 0.9968844056129456}"
712,"{'label': 'POSITIVE', 'score': 0.9912207722663879}"
713,"{'label': 'NEGATIVE', 'score': 0.9519609212875366}"
714,"{'label': 'POSITIVE', 'score': 0.996434211730957}"
715,"{'label': 'POSITIVE', 'score': 0.99843829870224}"
716,"{'label': 'POSITIVE', 'score': 0.9981080293655396}"
717,"{'label': 'POSITIVE', 'score': 0.9977021813392639}"
718,"{'label': 'POSITIVE', 'score': 0.8469401597976685}"
719,"{'label': 'NEGATIVE', 'score': 0.9981381893157959}"
720,"{'label': 'POSITIVE', 'score': 0.9905244708061218}"
721,"{'label': 'POSITIVE', 'score': 0.996980607509613}"
722,"{'label': 'POSITIVE', 'score': 0.9918866753578186}"
723,"{'label': 'POSITIVE', 'score': 0.997374415397644}"
724,"{'label': 'POSITIVE', 'score': 0.9984877109527588}"
725,"{'label': 'POSITIVE', 'score': 0.9977409839630127}"
726,"{'label': 'POSITIVE', 'score': 0.9954720735549927}"
727,"{'label': 'POSITIVE', 'score': 0.9987216591835022}"
728,"{'label': 'POSITIVE', 'score': 0.9958277344703674}"
729,"{'label': 'POSITIVE', 'score': 0.9970213770866394}"
730,"{'label': 'POSITIVE', 'score': 0.997930645942688}"
731,"{'label': 'POSITIVE', 'score': 0.9940469264984131}"
732,"{'label': 'NEGATIVE', 'score': 0.9902864098548889}"
733,"{'label': 'POSITIVE', 'score': 0.9985330104827881}"
734,"{'label': 'POSITIVE', 'score': 0.9883393049240112}"
735,"{'label': 'POSITIVE', 'score': 0.996503472328186}"
736,"{'label': 'POSITIVE', 'score': 0.9980058073997498}"
737,"{'label': 'POSITIVE', 'score': 0.9956302642822266}"
738,"{'label': 'POSITIVE', 'score': 0.9984692931175232}"
739,"{'label': 'POSITIVE', 'score': 0.9969214200973511}"
740,"{'label': 'POSITIVE', 'score': 0.9983810186386108}"
741,"{'label': 'POSITIVE', 'score': 0.9953688383102417}"
742,"{'label': 'POSITIVE', 'score': 0.9984517097473145}"
743,"{'label': 'POSITIVE', 'score': 0.9975366592407227}"
744,"{'label': 'POSITIVE', 'score': 0.9985198378562927}"
745,"{'label': 'POSITIVE', 'score': 0.9970954656600952}"
746,"{'label': 'NEGATIVE', 'score': 0.9919065237045288}"
747,"{'label': 'POSITIVE', 'score': 0.9985646605491638}"
748,"{'label': 'POSITIVE', 'score': 0.9966439008712769}"
749,"{'label': 'POSITIVE', 'score': 0.9968427419662476}"
750,"{'label': 'POSITIVE', 'score': 0.9980395436286926}"
751,"{'label': 'POSITIVE', 'score': 0.9816592335700989}"
752,"{'label': 'POSITIVE', 'score': 0.9984619617462158}"
753,"{'label': 'POSITIVE', 'score': 0.9986571073532104}"
754,"{'label': 'POSITIVE', 'score': 0.9971267580986023}"
755,"{'label': 'POSITIVE', 'score': 0.9986335635185242}"
756,"{'label': 'NEGATIVE', 'score': 0.9887272119522095}"
757,"{'label': 'POSITIVE', 'score': 0.9954493641853333}"
758,"{'label': 'NEGATIVE', 'score': 0.9598865509033203}"
759,"{'label': 'POSITIVE', 'score': 0.9959678649902344}"
760,"{'label': 'POSITIVE', 'score': 0.9907518625259399}"
761,"{'label': 'POSITIVE', 'score': 0.9930253028869629}"
762,"{'label': 'POSITIVE', 'score': 0.9953386783599854}"
763,"{'label': 'POSITIVE', 'score': 0.998489499092102}"
764,"{'label': 'POSITIVE', 'score': 0.9986481070518494}"
765,"{'label': 'POSITIVE', 'score': 0.9974617958068848}"
766,"{'label': 'POSITIVE', 'score': 0.9970544576644897}"
767,"{'label': 'POSITIVE', 'score': 0.9957892298698425}"
768,"{'label': 'POSITIVE', 'score': 0.9979344606399536}"
769,"{'label': 'POSITIVE', 'score': 0.9982484579086304}"
770,"{'label': 'NEGATIVE', 'score': 0.9944928884506226}"
771,"{'label': 'POSITIVE', 'score': 0.9983333945274353}"
772,"{'label': 'POSITIVE', 'score': 0.9985584616661072}"
773,"{'label': 'POSITIVE', 'score': 0.9967713952064514}"
774,"{'label': 'POSITIVE', 'score': 0.9955477714538574}"
775,"{'label': 'POSITIVE', 'score': 0.9977601766586304}"
776,"{'label': 'POSITIVE', 'score': 0.9983401298522949}"
777,"{'label': 'POSITIVE', 'score': 0.9980668425559998}"
778,"{'label': 'POSITIVE', 'score': 0.9985798597335815}"
779,"{'label': 'POSITIVE', 'score': 0.9966464638710022}"
780,"{'label': 'POSITIVE', 'score': 0.9950175881385803}"
781,"{'label': 'POSITIVE', 'score': 0.9983172416687012}"
782,"{'label': 'POSITIVE', 'score': 0.9984354376792908}"
783,"{'label': 'POSITIVE', 'score': 0.9982739686965942}"
784,"{'label': 'NEGATIVE', 'score': 0.9851913452148438}"
785,"{'label': 'POSITIVE', 'score': 0.9973708391189575}"
786,"{'label': 'NEGATIVE', 'score': 0.9911651015281677}"
787,"{'label': 'POSITIVE', 'score': 0.9964476823806763}"
788,"{'label': 'NEGATIVE', 'score': 0.9959497451782227}"
789,"{'label': 'POSITIVE', 'score': 0.9952446818351746}"
790,"{'label': 'NEGATIVE', 'score': 0.5702530145645142}"
791,"{'label': 'POSITIVE', 'score': 0.9983487129211426}"
792,"{'label': 'NEGATIVE', 'score': 0.9895609617233276}"
793,"{'label': 'POSITIVE', 'score': 0.9986996650695801}"
794,"{'label': 'POSITIVE', 'score': 0.9979713559150696}"
795,"{'label': 'POSITIVE', 'score': 0.9958727955818176}"
796,"{'label': 'POSITIVE', 'score': 0.9963345527648926}"
797,"{'label': 'POSITIVE', 'score': 0.9955341815948486}"
798,"{'label': 'NEGATIVE', 'score': 0.9801115393638611}"
799,"{'label': 'POSITIVE', 'score': 0.9975135326385498}"
800,"{'label': 'POSITIVE', 'score': 0.9983111619949341}"
801,"{'label': 'NEGATIVE', 'score': 0.9896500110626221}"
802,"{'label': 'NEGATIVE', 'score': 0.9974656105041504}"
803,"{'label': 'POSITIVE', 'score': 0.994906485080719}"
804,"{'label': 'POSITIVE', 'score': 0.9974053502082825}"
805,"{'label': 'POSITIVE', 'score': 0.9981023669242859}"
806,"{'label': 'POSITIVE', 'score': 0.9899486303329468}"
807,"{'label': 'POSITIVE', 'score': 0.9978892207145691}"
808,"{'label': 'POSITIVE', 'score': 0.9972121119499207}"
809,"{'label': 'POSITIVE', 'score': 0.9966014623641968}"
810,"{'label': 'NEGATIVE', 'score': 0.9089983105659485}"
811,"{'label': 'POSITIVE', 'score': 0.9898361563682556}"
812,"{'label': 'POSITIVE', 'score': 0.9952256679534912}"
813,"{'label': 'POSITIVE', 'score': 0.9985432624816895}"
814,"{'label': 'POSITIVE', 'score': 0.9980412721633911}"
815,"{'label': 'POSITIVE', 'score': 0.9889755249023438}"
816,"{'label': 'POSITIVE', 'score': 0.9984604120254517}"
817,"{'label': 'POSITIVE', 'score': 0.9979477524757385}"
818,"{'label': 'POSITIVE', 'score': 0.9961450099945068}"
819,"{'label': 'POSITIVE', 'score': 0.9972495436668396}"
820,"{'label': 'POSITIVE', 'score': 0.998755693435669}"
821,"{'label': 'POSITIVE', 'score': 0.9918017983436584}"
822,"{'label': 'POSITIVE', 'score': 0.9905266761779785}"
823,"{'label': 'POSITIVE', 'score': 0.9978353381156921}"
824,"{'label': 'POSITIVE', 'score': 0.9954679012298584}"
825,"{'label': 'NEGATIVE', 'score': 0.9965662956237793}"
826,"{'label': 'POSITIVE', 'score': 0.996249258518219}"
827,"{'label': 'POSITIVE', 'score': 0.9967324733734131}"
828,"{'label': 'POSITIVE', 'score': 0.9978955984115601}"
829,"{'label': 'POSITIVE', 'score': 0.99750816822052}"
830,"{'label': 'POSITIVE', 'score': 0.9972774386405945}"
831,"{'label': 'NEGATIVE', 'score': 0.9879504442214966}"
832,"{'label': 'POSITIVE', 'score': 0.9984492063522339}"
833,"{'label': 'POSITIVE', 'score': 0.9984807372093201}"
834,"{'label': 'POSITIVE', 'score': 0.9977450966835022}"
835,"{'label': 'NEGATIVE', 'score': 0.5541841387748718}"
836,"{'label': 'POSITIVE', 'score': 0.9960600733757019}"
837,"{'label': 'POSITIVE', 'score': 0.9972422122955322}"
838,"{'label': 'POSITIVE', 'score': 0.9977465271949768}"
839,"{'label': 'POSITIVE', 'score': 0.9978308081626892}"
840,"{'label': 'NEGATIVE', 'score': 0.9984650611877441}"
841,"{'label': 'POSITIVE', 'score': 0.998310923576355}"
842,"{'label': 'POSITIVE', 'score': 0.998678982257843}"
843,"{'label': 'NEGATIVE', 'score': 0.9880056977272034}"
844,"{'label': 'POSITIVE', 'score': 0.9957885146141052}"
845,"{'label': 'POSITIVE', 'score': 0.9978150129318237}"
846,"{'label': 'POSITIVE', 'score': 0.9959251880645752}"
847,"{'label': 'POSITIVE', 'score': 0.9977422952651978}"
848,"{'label': 'POSITIVE', 'score': 0.991596519947052}"
849,"{'label': 'POSITIVE', 'score': 0.9841063618659973}"
850,"{'label': 'POSITIVE', 'score': 0.9971025586128235}"
851,"{'label': 'POSITIVE', 'score': 0.9986109733581543}"
852,"{'label': 'POSITIVE', 'score': 0.9972015619277954}"
853,"{'label': 'POSITIVE', 'score': 0.9957382678985596}"
854,"{'label': 'POSITIVE', 'score': 0.974685788154602}"
855,"{'label': 'POSITIVE', 'score': 0.998028576374054}"
856,"{'label': 'POSITIVE', 'score': 0.9986447691917419}"
857,"{'label': 'NEGATIVE', 'score': 0.9954179525375366}"
858,"{'label': 'POSITIVE', 'score': 0.9972295165061951}"
859,"{'label': 'POSITIVE', 'score': 0.9986808896064758}"
860,"{'label': 'POSITIVE', 'score': 0.9970759153366089}"
861,"{'label': 'NEGATIVE', 'score': 0.9908281564712524}"
862,"{'label': 'POSITIVE', 'score': 0.9955751895904541}"
863,"{'label': 'POSITIVE', 'score': 0.9924477338790894}"
864,"{'label': 'NEGATIVE', 'score': 0.9906189441680908}"
865,"{'label': 'POSITIVE', 'score': 0.9967151880264282}"
866,"{'label': 'POSITIVE', 'score': 0.9964697360992432}"
867,"{'label': 'POSITIVE', 'score': 0.9982267022132874}"
868,"{'label': 'NEGATIVE', 'score': 0.9944790601730347}"
869,"{'label': 'POSITIVE', 'score': 0.9980621933937073}"
870,"{'label': 'NEGATIVE', 'score': 0.9860369563102722}"
871,"{'label': 'POSITIVE', 'score': 0.9980213642120361}"
