,0
436,"{'label': 'POSITIVE', 'score': 0.9981005787849426}"
437,"{'label': 'POSITIVE', 'score': 0.9833425283432007}"
438,"{'label': 'POSITIVE', 'score': 0.9949637651443481}"
439,"{'label': 'POSITIVE', 'score': 0.9981410503387451}"
440,"{'label': 'POSITIVE', 'score': 0.9926214218139648}"
441,"{'label': 'POSITIVE', 'score': 0.9895398020744324}"
442,"{'label': 'NEGATIVE', 'score': 0.9931856393814087}"
443,"{'label': 'POSITIVE', 'score': 0.9935930371284485}"
444,"{'label': 'POSITIVE', 'score': 0.9902685880661011}"
445,"{'label': 'POSITIVE', 'score': 0.9971153736114502}"
446,"{'label': 'POSITIVE', 'score': 0.997967541217804}"
447,"{'label': 'POSITIVE', 'score': 0.9978183507919312}"
448,"{'label': 'POSITIVE', 'score': 0.9917517304420471}"
449,"{'label': 'POSITIVE', 'score': 0.9969931840896606}"
450,"{'label': 'NEGATIVE', 'score': 0.9942355751991272}"
451,"{'label': 'NEGATIVE', 'score': 0.9983458518981934}"
452,"{'label': 'NEGATIVE', 'score': 0.9909647703170776}"
453,"{'label': 'NEGATIVE', 'score': 0.9991030693054199}"
454,"{'label': 'POSITIVE', 'score': 0.9961679577827454}"
455,"{'label': 'POSITIVE', 'score': 0.997220516204834}"
456,"{'label': 'POSITIVE', 'score': 0.9962852001190186}"
457,"{'label': 'POSITIVE', 'score': 0.9985365867614746}"
458,"{'label': 'POSITIVE', 'score': 0.9966283440589905}"
459,"{'label': 'POSITIVE', 'score': 0.9976669549942017}"
460,"{'label': 'POSITIVE', 'score': 0.9979786276817322}"
461,"{'label': 'NEGATIVE', 'score': 0.9952735304832458}"
462,"{'label': 'POSITIVE', 'score': 0.9979898929595947}"
463,"{'label': 'NEGATIVE', 'score': 0.9853860139846802}"
464,"{'label': 'POSITIVE', 'score': 0.9984466433525085}"
465,"{'label': 'NEGATIVE', 'score': 0.9867067933082581}"
466,"{'label': 'POSITIVE', 'score': 0.992262601852417}"
467,"{'label': 'NEGATIVE', 'score': 0.9366728663444519}"
468,"{'label': 'POSITIVE', 'score': 0.9985285997390747}"
469,"{'label': 'POSITIVE', 'score': 0.998443067073822}"
470,"{'label': 'POSITIVE', 'score': 0.9897558093070984}"
471,"{'label': 'NEGATIVE', 'score': 0.9863070845603943}"
472,"{'label': 'NEGATIVE', 'score': 0.9557673931121826}"
473,"{'label': 'POSITIVE', 'score': 0.9983329176902771}"
474,"{'label': 'POSITIVE', 'score': 0.9898818135261536}"
475,"{'label': 'POSITIVE', 'score': 0.9949475526809692}"
476,"{'label': 'POSITIVE', 'score': 0.9984801411628723}"
477,"{'label': 'POSITIVE', 'score': 0.9975550770759583}"
478,"{'label': 'POSITIVE', 'score': 0.9984286427497864}"
479,"{'label': 'POSITIVE', 'score': 0.9882658123970032}"
480,"{'label': 'POSITIVE', 'score': 0.9977491497993469}"
481,"{'label': 'POSITIVE', 'score': 0.9951424598693848}"
482,"{'label': 'POSITIVE', 'score': 0.9985963702201843}"
483,"{'label': 'POSITIVE', 'score': 0.9986588954925537}"
484,"{'label': 'POSITIVE', 'score': 0.9984855055809021}"
485,"{'label': 'POSITIVE', 'score': 0.9975799322128296}"
486,"{'label': 'POSITIVE', 'score': 0.9979888200759888}"
487,"{'label': 'POSITIVE', 'score': 0.9986317753791809}"
488,"{'label': 'POSITIVE', 'score': 0.9984956979751587}"
489,"{'label': 'POSITIVE', 'score': 0.9988094568252563}"
490,"{'label': 'POSITIVE', 'score': 0.9891228079795837}"
491,"{'label': 'POSITIVE', 'score': 0.9985405206680298}"
492,"{'label': 'POSITIVE', 'score': 0.9980775117874146}"
493,"{'label': 'POSITIVE', 'score': 0.9984697699546814}"
494,"{'label': 'POSITIVE', 'score': 0.9985008239746094}"
495,"{'label': 'POSITIVE', 'score': 0.9976414442062378}"
496,"{'label': 'POSITIVE', 'score': 0.9937987923622131}"
497,"{'label': 'POSITIVE', 'score': 0.9986699819564819}"
498,"{'label': 'POSITIVE', 'score': 0.9982959628105164}"
499,"{'label': 'POSITIVE', 'score': 0.9981620907783508}"
500,"{'label': 'POSITIVE', 'score': 0.9977828860282898}"
501,"{'label': 'NEGATIVE', 'score': 0.9284859895706177}"
502,"{'label': 'NEGATIVE', 'score': 0.9892762899398804}"
503,"{'label': 'POSITIVE', 'score': 0.9972326159477234}"
504,"{'label': 'POSITIVE', 'score': 0.9902841448783875}"
505,"{'label': 'POSITIVE', 'score': 0.9984410405158997}"
506,"{'label': 'POSITIVE', 'score': 0.997858464717865}"
507,"{'label': 'POSITIVE', 'score': 0.9979774355888367}"
508,"{'label': 'POSITIVE', 'score': 0.9986768364906311}"
509,"{'label': 'POSITIVE', 'score': 0.996777355670929}"
510,"{'label': 'POSITIVE', 'score': 0.9947079420089722}"
511,"{'label': 'POSITIVE', 'score': 0.9982155561447144}"
512,"{'label': 'POSITIVE', 'score': 0.9976809024810791}"
513,"{'label': 'POSITIVE', 'score': 0.9984779953956604}"
514,"{'label': 'POSITIVE', 'score': 0.9935544729232788}"
515,"{'label': 'POSITIVE', 'score': 0.9987778067588806}"
516,"{'label': 'POSITIVE', 'score': 0.9978893399238586}"
517,"{'label': 'POSITIVE', 'score': 0.9984960556030273}"
518,"{'label': 'POSITIVE', 'score': 0.9937299489974976}"
519,"{'label': 'NEGATIVE', 'score': 0.9792245030403137}"
520,"{'label': 'POSITIVE', 'score': 0.9945774078369141}"
521,"{'label': 'POSITIVE', 'score': 0.9953272342681885}"
522,"{'label': 'POSITIVE', 'score': 0.9898785352706909}"
523,"{'label': 'POSITIVE', 'score': 0.9981206059455872}"
524,"{'label': 'POSITIVE', 'score': 0.7263867259025574}"
525,"{'label': 'POSITIVE', 'score': 0.9976330995559692}"
526,"{'label': 'POSITIVE', 'score': 0.9981666803359985}"
527,"{'label': 'POSITIVE', 'score': 0.9979074001312256}"
528,"{'label': 'POSITIVE', 'score': 0.9979360103607178}"
529,"{'label': 'POSITIVE', 'score': 0.9954336285591125}"
530,"{'label': 'POSITIVE', 'score': 0.9982773065567017}"
531,"{'label': 'POSITIVE', 'score': 0.9975762963294983}"
532,"{'label': 'NEGATIVE', 'score': 0.9958136677742004}"
533,"{'label': 'POSITIVE', 'score': 0.9970357418060303}"
534,"{'label': 'POSITIVE', 'score': 0.9899095296859741}"
535,"{'label': 'POSITIVE', 'score': 0.9974543452262878}"
536,"{'label': 'POSITIVE', 'score': 0.9984221458435059}"
537,"{'label': 'POSITIVE', 'score': 0.9978546500205994}"
538,"{'label': 'POSITIVE', 'score': 0.9981899857521057}"
539,"{'label': 'NEGATIVE', 'score': 0.9083537459373474}"
540,"{'label': 'POSITIVE', 'score': 0.9985352754592896}"
541,"{'label': 'POSITIVE', 'score': 0.9964715242385864}"
542,"{'label': 'POSITIVE', 'score': 0.998649537563324}"
543,"{'label': 'NEGATIVE', 'score': 0.9961440563201904}"
544,"{'label': 'POSITIVE', 'score': 0.9984031319618225}"
545,"{'label': 'POSITIVE', 'score': 0.9968468546867371}"
546,"{'label': 'POSITIVE', 'score': 0.998570442199707}"
547,"{'label': 'POSITIVE', 'score': 0.9981787204742432}"
548,"{'label': 'POSITIVE', 'score': 0.9973113536834717}"
549,"{'label': 'POSITIVE', 'score': 0.9973347783088684}"
550,"{'label': 'POSITIVE', 'score': 0.99820876121521}"
551,"{'label': 'POSITIVE', 'score': 0.9982506632804871}"
552,"{'label': 'POSITIVE', 'score': 0.9961795806884766}"
553,"{'label': 'POSITIVE', 'score': 0.9974138140678406}"
554,"{'label': 'NEGATIVE', 'score': 0.993259847164154}"
555,"{'label': 'POSITIVE', 'score': 0.9984462857246399}"
556,"{'label': 'POSITIVE', 'score': 0.9980360865592957}"
557,"{'label': 'POSITIVE', 'score': 0.9977349042892456}"
558,"{'label': 'POSITIVE', 'score': 0.9974260926246643}"
559,"{'label': 'POSITIVE', 'score': 0.9972624778747559}"
560,"{'label': 'POSITIVE', 'score': 0.9987119436264038}"
561,"{'label': 'POSITIVE', 'score': 0.9976372718811035}"
562,"{'label': 'POSITIVE', 'score': 0.9982109069824219}"
563,"{'label': 'POSITIVE', 'score': 0.9973834156990051}"
564,"{'label': 'POSITIVE', 'score': 0.998499870300293}"
565,"{'label': 'NEGATIVE', 'score': 0.9964814186096191}"
566,"{'label': 'POSITIVE', 'score': 0.998035728931427}"
567,"{'label': 'POSITIVE', 'score': 0.9976223111152649}"
568,"{'label': 'POSITIVE', 'score': 0.9934822916984558}"
569,"{'label': 'POSITIVE', 'score': 0.9982012510299683}"
570,"{'label': 'POSITIVE', 'score': 0.9978002905845642}"
571,"{'label': 'POSITIVE', 'score': 0.998403012752533}"
572,"{'label': 'POSITIVE', 'score': 0.9798114895820618}"
573,"{'label': 'POSITIVE', 'score': 0.989845871925354}"
574,"{'label': 'POSITIVE', 'score': 0.9971529245376587}"
575,"{'label': 'NEGATIVE', 'score': 0.9854479432106018}"
576,"{'label': 'POSITIVE', 'score': 0.9877912998199463}"
577,"{'label': 'POSITIVE', 'score': 0.9968141913414001}"
578,"{'label': 'NEGATIVE', 'score': 0.9849907755851746}"
579,"{'label': 'POSITIVE', 'score': 0.9652267694473267}"
580,"{'label': 'NEGATIVE', 'score': 0.9980636239051819}"
581,"{'label': 'POSITIVE', 'score': 0.9981277585029602}"
582,"{'label': 'POSITIVE', 'score': 0.9984230995178223}"
583,"{'label': 'POSITIVE', 'score': 0.9934750199317932}"
584,"{'label': 'POSITIVE', 'score': 0.9973652958869934}"
585,"{'label': 'POSITIVE', 'score': 0.9982574582099915}"
586,"{'label': 'POSITIVE', 'score': 0.9896739721298218}"
587,"{'label': 'POSITIVE', 'score': 0.9908570647239685}"
588,"{'label': 'POSITIVE', 'score': 0.9968685507774353}"
589,"{'label': 'NEGATIVE', 'score': 0.7394968867301941}"
590,"{'label': 'NEGATIVE', 'score': 0.99595707654953}"
591,"{'label': 'POSITIVE', 'score': 0.9956148862838745}"
592,"{'label': 'POSITIVE', 'score': 0.9152647256851196}"
593,"{'label': 'POSITIVE', 'score': 0.9977487921714783}"
594,"{'label': 'NEGATIVE', 'score': 0.9976962208747864}"
595,"{'label': 'POSITIVE', 'score': 0.9984785914421082}"
596,"{'label': 'NEGATIVE', 'score': 0.9834405183792114}"
597,"{'label': 'NEGATIVE', 'score': 0.9940642714500427}"
598,"{'label': 'POSITIVE', 'score': 0.989966869354248}"
599,"{'label': 'POSITIVE', 'score': 0.9962244033813477}"
600,"{'label': 'POSITIVE', 'score': 0.9973170161247253}"
601,"{'label': 'POSITIVE', 'score': 0.9980608820915222}"
602,"{'label': 'POSITIVE', 'score': 0.9983832836151123}"
603,"{'label': 'POSITIVE', 'score': 0.9982101917266846}"
604,"{'label': 'POSITIVE', 'score': 0.9884662628173828}"
605,"{'label': 'POSITIVE', 'score': 0.996797502040863}"
606,"{'label': 'POSITIVE', 'score': 0.9982561469078064}"
607,"{'label': 'POSITIVE', 'score': 0.9976412057876587}"
608,"{'label': 'POSITIVE', 'score': 0.9813288450241089}"
609,"{'label': 'POSITIVE', 'score': 0.9987140893936157}"
610,"{'label': 'POSITIVE', 'score': 0.9905439019203186}"
611,"{'label': 'POSITIVE', 'score': 0.9854817390441895}"
612,"{'label': 'POSITIVE', 'score': 0.9813042879104614}"
613,"{'label': 'POSITIVE', 'score': 0.9978500604629517}"
614,"{'label': 'POSITIVE', 'score': 0.9903600215911865}"
615,"{'label': 'POSITIVE', 'score': 0.9977779984474182}"
616,"{'label': 'POSITIVE', 'score': 0.9968620538711548}"
617,"{'label': 'POSITIVE', 'score': 0.9980731010437012}"
618,"{'label': 'NEGATIVE', 'score': 0.9983353018760681}"
619,"{'label': 'POSITIVE', 'score': 0.9946972131729126}"
620,"{'label': 'POSITIVE', 'score': 0.9987747073173523}"
621,"{'label': 'POSITIVE', 'score': 0.9982454776763916}"
622,"{'label': 'POSITIVE', 'score': 0.9973113536834717}"
623,"{'label': 'POSITIVE', 'score': 0.9984404444694519}"
624,"{'label': 'POSITIVE', 'score': 0.9980031847953796}"
625,"{'label': 'POSITIVE', 'score': 0.9986082911491394}"
626,"{'label': 'POSITIVE', 'score': 0.997677743434906}"
627,"{'label': 'POSITIVE', 'score': 0.9977996945381165}"
628,"{'label': 'POSITIVE', 'score': 0.9880166053771973}"
629,"{'label': 'POSITIVE', 'score': 0.9886468052864075}"
630,"{'label': 'POSITIVE', 'score': 0.9983586668968201}"
631,"{'label': 'POSITIVE', 'score': 0.995701253414154}"
632,"{'label': 'POSITIVE', 'score': 0.9924445748329163}"
633,"{'label': 'POSITIVE', 'score': 0.9898227453231812}"
634,"{'label': 'POSITIVE', 'score': 0.9985874891281128}"
635,"{'label': 'POSITIVE', 'score': 0.9952491521835327}"
636,"{'label': 'POSITIVE', 'score': 0.9986335635185242}"
637,"{'label': 'POSITIVE', 'score': 0.9983129501342773}"
638,"{'label': 'POSITIVE', 'score': 0.9884246587753296}"
639,"{'label': 'POSITIVE', 'score': 0.9976465106010437}"
640,"{'label': 'POSITIVE', 'score': 0.9928209185600281}"
641,"{'label': 'POSITIVE', 'score': 0.9973371624946594}"
642,"{'label': 'NEGATIVE', 'score': 0.9831514358520508}"
643,"{'label': 'NEGATIVE', 'score': 0.9981657862663269}"
644,"{'label': 'POSITIVE', 'score': 0.9983779191970825}"
645,"{'label': 'NEGATIVE', 'score': 0.9932199716567993}"
646,"{'label': 'POSITIVE', 'score': 0.9953253269195557}"
647,"{'label': 'POSITIVE', 'score': 0.9981251358985901}"
648,"{'label': 'POSITIVE', 'score': 0.9932021498680115}"
649,"{'label': 'POSITIVE', 'score': 0.9973894953727722}"
650,"{'label': 'POSITIVE', 'score': 0.9947921633720398}"
651,"{'label': 'POSITIVE', 'score': 0.9975433349609375}"
652,"{'label': 'POSITIVE', 'score': 0.9972075819969177}"
653,"{'label': 'POSITIVE', 'score': 0.9983008503913879}"
654,"{'label': 'POSITIVE', 'score': 0.9979084730148315}"
655,"{'label': 'POSITIVE', 'score': 0.9976978898048401}"
656,"{'label': 'NEGATIVE', 'score': 0.9972322583198547}"
657,"{'label': 'POSITIVE', 'score': 0.9986530542373657}"
658,"{'label': 'POSITIVE', 'score': 0.9891459941864014}"
659,"{'label': 'POSITIVE', 'score': 0.9982962012290955}"
660,"{'label': 'POSITIVE', 'score': 0.9839819073677063}"
661,"{'label': 'NEGATIVE', 'score': 0.9973006844520569}"
662,"{'label': 'POSITIVE', 'score': 0.9981476068496704}"
663,"{'label': 'POSITIVE', 'score': 0.9971727132797241}"
664,"{'label': 'POSITIVE', 'score': 0.9984537363052368}"
665,"{'label': 'POSITIVE', 'score': 0.9976281523704529}"
666,"{'label': 'POSITIVE', 'score': 0.9880712032318115}"
667,"{'label': 'POSITIVE', 'score': 0.9981675148010254}"
668,"{'label': 'POSITIVE', 'score': 0.9978116154670715}"
669,"{'label': 'POSITIVE', 'score': 0.9964641332626343}"
670,"{'label': 'POSITIVE', 'score': 0.9887382984161377}"
671,"{'label': 'POSITIVE', 'score': 0.9979732632637024}"
672,"{'label': 'POSITIVE', 'score': 0.997605562210083}"
673,"{'label': 'NEGATIVE', 'score': 0.8426544070243835}"
674,"{'label': 'POSITIVE', 'score': 0.9949718713760376}"
675,"{'label': 'POSITIVE', 'score': 0.9964104294776917}"
676,"{'label': 'POSITIVE', 'score': 0.9960885047912598}"
677,"{'label': 'POSITIVE', 'score': 0.9982580542564392}"
678,"{'label': 'POSITIVE', 'score': 0.9911085367202759}"
679,"{'label': 'POSITIVE', 'score': 0.9986808896064758}"
680,"{'label': 'POSITIVE', 'score': 0.9980523586273193}"
681,"{'label': 'POSITIVE', 'score': 0.9892070293426514}"
682,"{'label': 'POSITIVE', 'score': 0.9927143454551697}"
683,"{'label': 'POSITIVE', 'score': 0.9915627241134644}"
684,"{'label': 'NEGATIVE', 'score': 0.9920917749404907}"
685,"{'label': 'POSITIVE', 'score': 0.9976632595062256}"
686,"{'label': 'POSITIVE', 'score': 0.9980802536010742}"
687,"{'label': 'POSITIVE', 'score': 0.9982611536979675}"
688,"{'label': 'POSITIVE', 'score': 0.9938530921936035}"
689,"{'label': 'POSITIVE', 'score': 0.9928060173988342}"
690,"{'label': 'POSITIVE', 'score': 0.9986444115638733}"
691,"{'label': 'POSITIVE', 'score': 0.9982154369354248}"
692,"{'label': 'POSITIVE', 'score': 0.9986566305160522}"
693,"{'label': 'POSITIVE', 'score': 0.9975457787513733}"
694,"{'label': 'POSITIVE', 'score': 0.998113751411438}"
695,"{'label': 'POSITIVE', 'score': 0.9866761565208435}"
696,"{'label': 'POSITIVE', 'score': 0.9974498152732849}"
697,"{'label': 'POSITIVE', 'score': 0.9977610111236572}"
698,"{'label': 'POSITIVE', 'score': 0.9963935017585754}"
699,"{'label': 'POSITIVE', 'score': 0.9982176423072815}"
700,"{'label': 'POSITIVE', 'score': 0.9975900650024414}"
701,"{'label': 'POSITIVE', 'score': 0.9981112480163574}"
702,"{'label': 'POSITIVE', 'score': 0.9980631470680237}"
703,"{'label': 'POSITIVE', 'score': 0.9963390827178955}"
704,"{'label': 'POSITIVE', 'score': 0.9913890957832336}"
705,"{'label': 'POSITIVE', 'score': 0.9979648590087891}"
706,"{'label': 'POSITIVE', 'score': 0.9956595301628113}"
707,"{'label': 'POSITIVE', 'score': 0.9971987009048462}"
708,"{'label': 'POSITIVE', 'score': 0.9952387809753418}"
709,"{'label': 'POSITIVE', 'score': 0.9889771342277527}"
710,"{'label': 'POSITIVE', 'score': 0.9844300746917725}"
711,"{'label': 'POSITIVE', 'score': 0.9982548356056213}"
712,"{'label': 'POSITIVE', 'score': 0.9943150877952576}"
713,"{'label': 'POSITIVE', 'score': 0.9977033734321594}"
714,"{'label': 'POSITIVE', 'score': 0.995733916759491}"
715,"{'label': 'POSITIVE', 'score': 0.9970633387565613}"
716,"{'label': 'POSITIVE', 'score': 0.9983708262443542}"
717,"{'label': 'POSITIVE', 'score': 0.9979321956634521}"
718,"{'label': 'POSITIVE', 'score': 0.997535228729248}"
719,"{'label': 'NEGATIVE', 'score': 0.9892995357513428}"
720,"{'label': 'POSITIVE', 'score': 0.9949506521224976}"
721,"{'label': 'POSITIVE', 'score': 0.9867100119590759}"
722,"{'label': 'POSITIVE', 'score': 0.998724639415741}"
723,"{'label': 'POSITIVE', 'score': 0.9961446523666382}"
724,"{'label': 'NEGATIVE', 'score': 0.9966211318969727}"
725,"{'label': 'NEGATIVE', 'score': 0.9953829646110535}"
726,"{'label': 'POSITIVE', 'score': 0.9960124492645264}"
727,"{'label': 'NEGATIVE', 'score': 0.9939805269241333}"
728,"{'label': 'POSITIVE', 'score': 0.9982004165649414}"
729,"{'label': 'POSITIVE', 'score': 0.9927394986152649}"
730,"{'label': 'POSITIVE', 'score': 0.9959554672241211}"
731,"{'label': 'POSITIVE', 'score': 0.9867868423461914}"
732,"{'label': 'POSITIVE', 'score': 0.9983131885528564}"
733,"{'label': 'POSITIVE', 'score': 0.9984775185585022}"
734,"{'label': 'NEGATIVE', 'score': 0.9697809219360352}"
735,"{'label': 'POSITIVE', 'score': 0.9973846077919006}"
736,"{'label': 'POSITIVE', 'score': 0.996880054473877}"
737,"{'label': 'POSITIVE', 'score': 0.9893521666526794}"
738,"{'label': 'POSITIVE', 'score': 0.9983276724815369}"
739,"{'label': 'POSITIVE', 'score': 0.9949219822883606}"
740,"{'label': 'POSITIVE', 'score': 0.9980844259262085}"
741,"{'label': 'NEGATIVE', 'score': 0.998870313167572}"
742,"{'label': 'POSITIVE', 'score': 0.9939782619476318}"
743,"{'label': 'POSITIVE', 'score': 0.985069990158081}"
744,"{'label': 'POSITIVE', 'score': 0.9984885454177856}"
745,"{'label': 'POSITIVE', 'score': 0.997668445110321}"
746,"{'label': 'POSITIVE', 'score': 0.9973483085632324}"
747,"{'label': 'POSITIVE', 'score': 0.9982067346572876}"
748,"{'label': 'POSITIVE', 'score': 0.9983110427856445}"
749,"{'label': 'POSITIVE', 'score': 0.9979768395423889}"
750,"{'label': 'NEGATIVE', 'score': 0.9925249814987183}"
751,"{'label': 'POSITIVE', 'score': 0.9979695677757263}"
752,"{'label': 'POSITIVE', 'score': 0.9858831763267517}"
753,"{'label': 'NEGATIVE', 'score': 0.9836103916168213}"
754,"{'label': 'NEGATIVE', 'score': 0.9976722598075867}"
755,"{'label': 'NEGATIVE', 'score': 0.9879420399665833}"
756,"{'label': 'NEGATIVE', 'score': 0.9934418201446533}"
757,"{'label': 'POSITIVE', 'score': 0.9968844056129456}"
758,"{'label': 'POSITIVE', 'score': 0.9970909357070923}"
759,"{'label': 'NEGATIVE', 'score': 0.9903505444526672}"
760,"{'label': 'NEGATIVE', 'score': 0.9953033924102783}"
761,"{'label': 'POSITIVE', 'score': 0.99843829870224}"
762,"{'label': 'POSITIVE', 'score': 0.9976379871368408}"
763,"{'label': 'POSITIVE', 'score': 0.9984956979751587}"
764,"{'label': 'POSITIVE', 'score': 0.9984273910522461}"
765,"{'label': 'NEGATIVE', 'score': 0.9851388335227966}"
766,"{'label': 'POSITIVE', 'score': 0.9985854625701904}"
767,"{'label': 'POSITIVE', 'score': 0.9905244708061218}"
768,"{'label': 'POSITIVE', 'score': 0.9975812435150146}"
769,"{'label': 'POSITIVE', 'score': 0.9970647692680359}"
770,"{'label': 'POSITIVE', 'score': 0.9983758926391602}"
771,"{'label': 'POSITIVE', 'score': 0.998563826084137}"
772,"{'label': 'POSITIVE', 'score': 0.9988071918487549}"
773,"{'label': 'NEGATIVE', 'score': 0.9908612966537476}"
774,"{'label': 'POSITIVE', 'score': 0.9981708526611328}"
775,"{'label': 'NEGATIVE', 'score': 0.9951459765434265}"
776,"{'label': 'POSITIVE', 'score': 0.9958258867263794}"
777,"{'label': 'POSITIVE', 'score': 0.9982404708862305}"
778,"{'label': 'POSITIVE', 'score': 0.9985902905464172}"
779,"{'label': 'POSITIVE', 'score': 0.9982503056526184}"
780,"{'label': 'POSITIVE', 'score': 0.9984643459320068}"
781,"{'label': 'POSITIVE', 'score': 0.9889755249023438}"
782,"{'label': 'POSITIVE', 'score': 0.9969583749771118}"
783,"{'label': 'POSITIVE', 'score': 0.993995726108551}"
784,"{'label': 'POSITIVE', 'score': 0.9960927367210388}"
785,"{'label': 'POSITIVE', 'score': 0.9984692931175232}"
786,"{'label': 'POSITIVE', 'score': 0.9979427456855774}"
787,"{'label': 'NEGATIVE', 'score': 0.8347898721694946}"
788,"{'label': 'POSITIVE', 'score': 0.9967252612113953}"
789,"{'label': 'POSITIVE', 'score': 0.998456597328186}"
790,"{'label': 'POSITIVE', 'score': 0.9983810186386108}"
791,"{'label': 'POSITIVE', 'score': 0.9972056746482849}"
792,"{'label': 'POSITIVE', 'score': 0.9897286891937256}"
793,"{'label': 'POSITIVE', 'score': 0.9959532022476196}"
794,"{'label': 'POSITIVE', 'score': 0.9988141059875488}"
795,"{'label': 'POSITIVE', 'score': 0.9960643649101257}"
796,"{'label': 'POSITIVE', 'score': 0.9985224604606628}"
797,"{'label': 'POSITIVE', 'score': 0.9979434609413147}"
798,"{'label': 'POSITIVE', 'score': 0.9980664849281311}"
799,"{'label': 'POSITIVE', 'score': 0.9966439008712769}"
800,"{'label': 'POSITIVE', 'score': 0.9977976083755493}"
801,"{'label': 'POSITIVE', 'score': 0.9982047080993652}"
802,"{'label': 'POSITIVE', 'score': 0.9940893650054932}"
803,"{'label': 'POSITIVE', 'score': 0.994666337966919}"
804,"{'label': 'POSITIVE', 'score': 0.9968427419662476}"
805,"{'label': 'POSITIVE', 'score': 0.9985185265541077}"
806,"{'label': 'POSITIVE', 'score': 0.9984619617462158}"
807,"{'label': 'POSITIVE', 'score': 0.9981884360313416}"
808,"{'label': 'POSITIVE', 'score': 0.9971267580986023}"
809,"{'label': 'POSITIVE', 'score': 0.9976202845573425}"
810,"{'label': 'POSITIVE', 'score': 0.9881134629249573}"
811,"{'label': 'POSITIVE', 'score': 0.9932803511619568}"
812,"{'label': 'POSITIVE', 'score': 0.9981398582458496}"
813,"{'label': 'POSITIVE', 'score': 0.9946672916412354}"
814,"{'label': 'POSITIVE', 'score': 0.9985644221305847}"
815,"{'label': 'POSITIVE', 'score': 0.9981622099876404}"
816,"{'label': 'POSITIVE', 'score': 0.997271716594696}"
817,"{'label': 'POSITIVE', 'score': 0.9984068274497986}"
818,"{'label': 'POSITIVE', 'score': 0.9951066970825195}"
819,"{'label': 'POSITIVE', 'score': 0.9982970356941223}"
820,"{'label': 'POSITIVE', 'score': 0.9941551089286804}"
821,"{'label': 'POSITIVE', 'score': 0.9955613613128662}"
822,"{'label': 'NEGATIVE', 'score': 0.9935439825057983}"
823,"{'label': 'POSITIVE', 'score': 0.9986481070518494}"
824,"{'label': 'POSITIVE', 'score': 0.9501089453697205}"
825,"{'label': 'POSITIVE', 'score': 0.9964582324028015}"
826,"{'label': 'POSITIVE', 'score': 0.9970759153366089}"
827,"{'label': 'POSITIVE', 'score': 0.9986355900764465}"
828,"{'label': 'POSITIVE', 'score': 0.9980194568634033}"
829,"{'label': 'POSITIVE', 'score': 0.9957892298698425}"
830,"{'label': 'NEGATIVE', 'score': 0.9904717206954956}"
831,"{'label': 'NEGATIVE', 'score': 0.9674532413482666}"
832,"{'label': 'POSITIVE', 'score': 0.9977675676345825}"
833,"{'label': 'NEGATIVE', 'score': 0.9903573393821716}"
834,"{'label': 'POSITIVE', 'score': 0.998519241809845}"
835,"{'label': 'POSITIVE', 'score': 0.9986880421638489}"
836,"{'label': 'POSITIVE', 'score': 0.9944337010383606}"
837,"{'label': 'POSITIVE', 'score': 0.9955319166183472}"
838,"{'label': 'POSITIVE', 'score': 0.9984354376792908}"
839,"{'label': 'POSITIVE', 'score': 0.9809271097183228}"
840,"{'label': 'POSITIVE', 'score': 0.9981619715690613}"
841,"{'label': 'NEGATIVE', 'score': 0.919074296951294}"
842,"{'label': 'POSITIVE', 'score': 0.997238278388977}"
843,"{'label': 'POSITIVE', 'score': 0.9958853125572205}"
844,"{'label': 'POSITIVE', 'score': 0.9977676868438721}"
845,"{'label': 'NEGATIVE', 'score': 0.997381865978241}"
846,"{'label': 'POSITIVE', 'score': 0.9985974431037903}"
847,"{'label': 'POSITIVE', 'score': 0.9986916184425354}"
848,"{'label': 'POSITIVE', 'score': 0.9923903346061707}"
849,"{'label': 'POSITIVE', 'score': 0.9984808564186096}"
850,"{'label': 'POSITIVE', 'score': 0.9986203908920288}"
851,"{'label': 'POSITIVE', 'score': 0.9982129335403442}"
852,"{'label': 'POSITIVE', 'score': 0.9954593777656555}"
853,"{'label': 'NEGATIVE', 'score': 0.9941394329071045}"
854,"{'label': 'POSITIVE', 'score': 0.9932475090026855}"
855,"{'label': 'POSITIVE', 'score': 0.9978967905044556}"
856,"{'label': 'POSITIVE', 'score': 0.998354434967041}"
857,"{'label': 'POSITIVE', 'score': 0.9922375082969666}"
858,"{'label': 'POSITIVE', 'score': 0.9828807711601257}"
859,"{'label': 'POSITIVE', 'score': 0.9983111619949341}"
860,"{'label': 'NEGATIVE', 'score': 0.9932785630226135}"
861,"{'label': 'POSITIVE', 'score': 0.9978892207145691}"
862,"{'label': 'POSITIVE', 'score': 0.9987831711769104}"
863,"{'label': 'POSITIVE', 'score': 0.9875605702400208}"
864,"{'label': 'POSITIVE', 'score': 0.99750155210495}"
865,"{'label': 'POSITIVE', 'score': 0.9983261227607727}"
866,"{'label': 'NEGATIVE', 'score': 0.9601146578788757}"
867,"{'label': 'POSITIVE', 'score': 0.9979299306869507}"
868,"{'label': 'POSITIVE', 'score': 0.9979653358459473}"
869,"{'label': 'POSITIVE', 'score': 0.9979416728019714}"
870,"{'label': 'POSITIVE', 'score': 0.9977335929870605}"
871,"{'label': 'POSITIVE', 'score': 0.9984604120254517}"
