,0
436,"{'label': 'POSITIVE', 'score': 0.9981277585029602}"
437,"{'label': 'NEGATIVE', 'score': 0.7394968867301941}"
438,"{'label': 'NEGATIVE', 'score': 0.99595707654953}"
439,"{'label': 'POSITIVE', 'score': 0.9943495392799377}"
440,"{'label': 'POSITIVE', 'score': 0.9973189234733582}"
441,"{'label': 'POSITIVE', 'score': 0.989966869354248}"
442,"{'label': 'POSITIVE', 'score': 0.9973170161247253}"
443,"{'label': 'POSITIVE', 'score': 0.9935577511787415}"
444,"{'label': 'POSITIVE', 'score': 0.996616542339325}"
445,"{'label': 'POSITIVE', 'score': 0.9884662628173828}"
446,"{'label': 'NEGATIVE', 'score': 0.9864180684089661}"
447,"{'label': 'POSITIVE', 'score': 0.9965758919715881}"
448,"{'label': 'POSITIVE', 'score': 0.9958957433700562}"
449,"{'label': 'POSITIVE', 'score': 0.9864584803581238}"
450,"{'label': 'POSITIVE', 'score': 0.9872685074806213}"
451,"{'label': 'POSITIVE', 'score': 0.9978396892547607}"
452,"{'label': 'NEGATIVE', 'score': 0.7567891478538513}"
453,"{'label': 'POSITIVE', 'score': 0.9984914064407349}"
454,"{'label': 'POSITIVE', 'score': 0.9946929812431335}"
455,"{'label': 'POSITIVE', 'score': 0.9886468052864075}"
456,"{'label': 'POSITIVE', 'score': 0.9871475100517273}"
457,"{'label': 'POSITIVE', 'score': 0.994534969329834}"
458,"{'label': 'POSITIVE', 'score': 0.9984388947486877}"
459,"{'label': 'POSITIVE', 'score': 0.9820351600646973}"
460,"{'label': 'POSITIVE', 'score': 0.9948567152023315}"
461,"{'label': 'POSITIVE', 'score': 0.997836172580719}"
462,"{'label': 'POSITIVE', 'score': 0.991438627243042}"
463,"{'label': 'POSITIVE', 'score': 0.9982761144638062}"
464,"{'label': 'NEGATIVE', 'score': 0.8408858180046082}"
465,"{'label': 'POSITIVE', 'score': 0.9970076680183411}"
466,"{'label': 'POSITIVE', 'score': 0.9964271187782288}"
467,"{'label': 'POSITIVE', 'score': 0.9983137845993042}"
468,"{'label': 'POSITIVE', 'score': 0.998504638671875}"
469,"{'label': 'POSITIVE', 'score': 0.9965260624885559}"
470,"{'label': 'POSITIVE', 'score': 0.996459424495697}"
471,"{'label': 'POSITIVE', 'score': 0.9978488683700562}"
472,"{'label': 'POSITIVE', 'score': 0.99757319688797}"
473,"{'label': 'POSITIVE', 'score': 0.9984110593795776}"
474,"{'label': 'POSITIVE', 'score': 0.9979938268661499}"
475,"{'label': 'POSITIVE', 'score': 0.9895780086517334}"
476,"{'label': 'POSITIVE', 'score': 0.9801766872406006}"
477,"{'label': 'POSITIVE', 'score': 0.9954522252082825}"
478,"{'label': 'POSITIVE', 'score': 0.9948176741600037}"
479,"{'label': 'POSITIVE', 'score': 0.9951238036155701}"
480,"{'label': 'POSITIVE', 'score': 0.992914080619812}"
481,"{'label': 'POSITIVE', 'score': 0.9887382984161377}"
482,"{'label': 'POSITIVE', 'score': 0.9969624876976013}"
483,"{'label': 'NEGATIVE', 'score': 0.9177528619766235}"
484,"{'label': 'NEGATIVE', 'score': 0.9978048205375671}"
485,"{'label': 'POSITIVE', 'score': 0.9959973096847534}"
486,"{'label': 'NEGATIVE', 'score': 0.9941881895065308}"
487,"{'label': 'POSITIVE', 'score': 0.9981459379196167}"
488,"{'label': 'POSITIVE', 'score': 0.9976233839988708}"
489,"{'label': 'POSITIVE', 'score': 0.9979798197746277}"
490,"{'label': 'POSITIVE', 'score': 0.9943704009056091}"
491,"{'label': 'POSITIVE', 'score': 0.9615259170532227}"
492,"{'label': 'POSITIVE', 'score': 0.9924267530441284}"
493,"{'label': 'POSITIVE', 'score': 0.9957685470581055}"
494,"{'label': 'POSITIVE', 'score': 0.9975900650024414}"
495,"{'label': 'POSITIVE', 'score': 0.9856995940208435}"
496,"{'label': 'POSITIVE', 'score': 0.9931849837303162}"
497,"{'label': 'POSITIVE', 'score': 0.9980089068412781}"
498,"{'label': 'POSITIVE', 'score': 0.9981389045715332}"
499,"{'label': 'NEGATIVE', 'score': 0.6781063079833984}"
500,"{'label': 'NEGATIVE', 'score': 0.9941535592079163}"
501,"{'label': 'NEGATIVE', 'score': 0.9844814538955688}"
502,"{'label': 'POSITIVE', 'score': 0.9944210648536682}"
503,"{'label': 'POSITIVE', 'score': 0.9979678988456726}"
504,"{'label': 'POSITIVE', 'score': 0.9981517195701599}"
505,"{'label': 'POSITIVE', 'score': 0.9968236684799194}"
506,"{'label': 'POSITIVE', 'score': 0.9949083924293518}"
507,"{'label': 'NEGATIVE', 'score': 0.9812766313552856}"
508,"{'label': 'POSITIVE', 'score': 0.9944443106651306}"
509,"{'label': 'POSITIVE', 'score': 0.9809303283691406}"
510,"{'label': 'NEGATIVE', 'score': 0.9481225609779358}"
511,"{'label': 'POSITIVE', 'score': 0.9981303811073303}"
512,"{'label': 'POSITIVE', 'score': 0.9978099465370178}"
513,"{'label': 'POSITIVE', 'score': 0.9961137771606445}"
514,"{'label': 'POSITIVE', 'score': 0.9927394986152649}"
515,"{'label': 'NEGATIVE', 'score': 0.9950756430625916}"
516,"{'label': 'POSITIVE', 'score': 0.9975062012672424}"
517,"{'label': 'POSITIVE', 'score': 0.9979378581047058}"
518,"{'label': 'POSITIVE', 'score': 0.9985805749893188}"
519,"{'label': 'POSITIVE', 'score': 0.9805890917778015}"
520,"{'label': 'POSITIVE', 'score': 0.9969484210014343}"
521,"{'label': 'POSITIVE', 'score': 0.9959529638290405}"
522,"{'label': 'POSITIVE', 'score': 0.9915874600410461}"
523,"{'label': 'POSITIVE', 'score': 0.9954214692115784}"
524,"{'label': 'NEGATIVE', 'score': 0.9967048764228821}"
525,"{'label': 'POSITIVE', 'score': 0.9930776357650757}"
526,"{'label': 'POSITIVE', 'score': 0.9949524402618408}"
527,"{'label': 'POSITIVE', 'score': 0.9973846077919006}"
528,"{'label': 'NEGATIVE', 'score': 0.9975977540016174}"
529,"{'label': 'POSITIVE', 'score': 0.9893521666526794}"
530,"{'label': 'NEGATIVE', 'score': 0.9633803963661194}"
531,"{'label': 'POSITIVE', 'score': 0.9819161891937256}"
532,"{'label': 'POSITIVE', 'score': 0.9910197854042053}"
533,"{'label': 'POSITIVE', 'score': 0.9951074123382568}"
534,"{'label': 'POSITIVE', 'score': 0.9979695677757263}"
535,"{'label': 'POSITIVE', 'score': 0.9979694485664368}"
536,"{'label': 'POSITIVE', 'score': 0.996446430683136}"
537,"{'label': 'POSITIVE', 'score': 0.9963400363922119}"
538,"{'label': 'NEGATIVE', 'score': 0.9836103916168213}"
539,"{'label': 'NEGATIVE', 'score': 0.9931052327156067}"
540,"{'label': 'POSITIVE', 'score': 0.9968844056129456}"
541,"{'label': 'POSITIVE', 'score': 0.9929949641227722}"
542,"{'label': 'POSITIVE', 'score': 0.9987077713012695}"
543,"{'label': 'POSITIVE', 'score': 0.9981009364128113}"
544,"{'label': 'NEGATIVE', 'score': 0.9961466789245605}"
545,"{'label': 'POSITIVE', 'score': 0.9969561100006104}"
546,"{'label': 'POSITIVE', 'score': 0.9849407076835632}"
547,"{'label': 'POSITIVE', 'score': 0.9905244708061218}"
548,"{'label': 'NEGATIVE', 'score': 0.9935810565948486}"
549,"{'label': 'POSITIVE', 'score': 0.9963945746421814}"
550,"{'label': 'POSITIVE', 'score': 0.9977391958236694}"
551,"{'label': 'POSITIVE', 'score': 0.987123966217041}"
552,"{'label': 'POSITIVE', 'score': 0.9976425766944885}"
553,"{'label': 'NEGATIVE', 'score': 0.9917789101600647}"
554,"{'label': 'NEGATIVE', 'score': 0.9975753426551819}"
555,"{'label': 'POSITIVE', 'score': 0.9986624717712402}"
556,"{'label': 'NEGATIVE', 'score': 0.9973558187484741}"
557,"{'label': 'POSITIVE', 'score': 0.9897313714027405}"
558,"{'label': 'POSITIVE', 'score': 0.9890195727348328}"
559,"{'label': 'POSITIVE', 'score': 0.9936766028404236}"
560,"{'label': 'POSITIVE', 'score': 0.9959532022476196}"
561,"{'label': 'POSITIVE', 'score': 0.9954745173454285}"
562,"{'label': 'NEGATIVE', 'score': 0.9948974251747131}"
563,"{'label': 'NEGATIVE', 'score': 0.997549831867218}"
564,"{'label': 'POSITIVE', 'score': 0.9886139631271362}"
565,"{'label': 'POSITIVE', 'score': 0.9988141059875488}"
566,"{'label': 'POSITIVE', 'score': 0.9972585439682007}"
567,"{'label': 'NEGATIVE', 'score': 0.9904796481132507}"
568,"{'label': 'NEGATIVE', 'score': 0.996665894985199}"
569,"{'label': 'NEGATIVE', 'score': 0.9977974891662598}"
570,"{'label': 'POSITIVE', 'score': 0.9968427419662476}"
571,"{'label': 'POSITIVE', 'score': 0.9941074848175049}"
572,"{'label': 'POSITIVE', 'score': 0.9975709319114685}"
573,"{'label': 'NEGATIVE', 'score': 0.9898390769958496}"
574,"{'label': 'POSITIVE', 'score': 0.9984619617462158}"
575,"{'label': 'POSITIVE', 'score': 0.9705742001533508}"
576,"{'label': 'POSITIVE', 'score': 0.9874189496040344}"
577,"{'label': 'POSITIVE', 'score': 0.9971267580986023}"
578,"{'label': 'POSITIVE', 'score': 0.9968506693840027}"
579,"{'label': 'POSITIVE', 'score': 0.9925394654273987}"
580,"{'label': 'POSITIVE', 'score': 0.9984686970710754}"
581,"{'label': 'POSITIVE', 'score': 0.9982736110687256}"
582,"{'label': 'POSITIVE', 'score': 0.9975058436393738}"
583,"{'label': 'POSITIVE', 'score': 0.9970443844795227}"
584,"{'label': 'POSITIVE', 'score': 0.9984354376792908}"
585,"{'label': 'NEGATIVE', 'score': 0.9989891648292542}"
586,"{'label': 'POSITIVE', 'score': 0.9981508851051331}"
587,"{'label': 'POSITIVE', 'score': 0.9984784722328186}"
588,"{'label': 'POSITIVE', 'score': 0.9981948733329773}"
589,"{'label': 'NEGATIVE', 'score': 0.9991846680641174}"
590,"{'label': 'POSITIVE', 'score': 0.996080219745636}"
591,"{'label': 'NEGATIVE', 'score': 0.9970479607582092}"
592,"{'label': 'NEGATIVE', 'score': 0.9977381229400635}"
593,"{'label': 'POSITIVE', 'score': 0.9893956780433655}"
594,"{'label': 'POSITIVE', 'score': 0.9976651668548584}"
595,"{'label': 'NEGATIVE', 'score': 0.9494873881340027}"
596,"{'label': 'NEGATIVE', 'score': 0.9744699001312256}"
597,"{'label': 'POSITIVE', 'score': 0.9909458160400391}"
598,"{'label': 'NEGATIVE', 'score': 0.9963294863700867}"
599,"{'label': 'POSITIVE', 'score': 0.9981198906898499}"
600,"{'label': 'POSITIVE', 'score': 0.9977072477340698}"
601,"{'label': 'POSITIVE', 'score': 0.9984121322631836}"
602,"{'label': 'NEGATIVE', 'score': 0.9952777624130249}"
603,"{'label': 'POSITIVE', 'score': 0.9976154565811157}"
604,"{'label': 'NEGATIVE', 'score': 0.9963064193725586}"
605,"{'label': 'NEGATIVE', 'score': 0.9987407326698303}"
606,"{'label': 'POSITIVE', 'score': 0.9927929639816284}"
607,"{'label': 'NEGATIVE', 'score': 0.9885823726654053}"
608,"{'label': 'POSITIVE', 'score': 0.9985670447349548}"
609,"{'label': 'POSITIVE', 'score': 0.9978598952293396}"
610,"{'label': 'POSITIVE', 'score': 0.9948452711105347}"
611,"{'label': 'POSITIVE', 'score': 0.9986374974250793}"
612,"{'label': 'POSITIVE', 'score': 0.9850143790245056}"
613,"{'label': 'POSITIVE', 'score': 0.9933766722679138}"
614,"{'label': 'POSITIVE', 'score': 0.9969315528869629}"
615,"{'label': 'POSITIVE', 'score': 0.9981734752655029}"
616,"{'label': 'POSITIVE', 'score': 0.9916898012161255}"
617,"{'label': 'NEGATIVE', 'score': 0.9959660768508911}"
618,"{'label': 'POSITIVE', 'score': 0.9976599216461182}"
619,"{'label': 'POSITIVE', 'score': 0.9950348138809204}"
620,"{'label': 'POSITIVE', 'score': 0.9933421015739441}"
621,"{'label': 'POSITIVE', 'score': 0.9965511560440063}"
622,"{'label': 'POSITIVE', 'score': 0.9974724650382996}"
623,"{'label': 'POSITIVE', 'score': 0.9971309900283813}"
624,"{'label': 'POSITIVE', 'score': 0.9404953122138977}"
625,"{'label': 'POSITIVE', 'score': 0.9967768788337708}"
626,"{'label': 'NEGATIVE', 'score': 0.9969480633735657}"
627,"{'label': 'NEGATIVE', 'score': 0.9601146578788757}"
628,"{'label': 'POSITIVE', 'score': 0.9960200190544128}"
629,"{'label': 'POSITIVE', 'score': 0.9866344928741455}"
630,"{'label': 'POSITIVE', 'score': 0.9852352142333984}"
631,"{'label': 'POSITIVE', 'score': 0.9982184767723083}"
632,"{'label': 'NEGATIVE', 'score': 0.9956360459327698}"
633,"{'label': 'POSITIVE', 'score': 0.9981237053871155}"
634,"{'label': 'POSITIVE', 'score': 0.9972707629203796}"
635,"{'label': 'NEGATIVE', 'score': 0.8503484725952148}"
636,"{'label': 'POSITIVE', 'score': 0.9927807450294495}"
637,"{'label': 'POSITIVE', 'score': 0.9977266192436218}"
638,"{'label': 'POSITIVE', 'score': 0.9955665469169617}"
639,"{'label': 'POSITIVE', 'score': 0.9964087605476379}"
640,"{'label': 'POSITIVE', 'score': 0.9910725951194763}"
641,"{'label': 'POSITIVE', 'score': 0.9885725975036621}"
642,"{'label': 'NEGATIVE', 'score': 0.9975848197937012}"
643,"{'label': 'POSITIVE', 'score': 0.9940598011016846}"
644,"{'label': 'POSITIVE', 'score': 0.998755693435669}"
645,"{'label': 'POSITIVE', 'score': 0.9904754757881165}"
646,"{'label': 'POSITIVE', 'score': 0.9945985078811646}"
647,"{'label': 'POSITIVE', 'score': 0.9972199201583862}"
648,"{'label': 'POSITIVE', 'score': 0.9934750199317932}"
649,"{'label': 'POSITIVE', 'score': 0.9957805871963501}"
650,"{'label': 'POSITIVE', 'score': 0.8516443371772766}"
651,"{'label': 'POSITIVE', 'score': 0.9929094314575195}"
652,"{'label': 'POSITIVE', 'score': 0.9984756112098694}"
653,"{'label': 'POSITIVE', 'score': 0.9974919557571411}"
654,"{'label': 'POSITIVE', 'score': 0.996216356754303}"
655,"{'label': 'POSITIVE', 'score': 0.9971764087677002}"
656,"{'label': 'POSITIVE', 'score': 0.996980607509613}"
657,"{'label': 'NEGATIVE', 'score': 0.9852243661880493}"
658,"{'label': 'POSITIVE', 'score': 0.9872129559516907}"
659,"{'label': 'POSITIVE', 'score': 0.9854204058647156}"
660,"{'label': 'POSITIVE', 'score': 0.9940035939216614}"
661,"{'label': 'POSITIVE', 'score': 0.996063768863678}"
662,"{'label': 'NEGATIVE', 'score': 0.9941897392272949}"
663,"{'label': 'NEGATIVE', 'score': 0.9969814419746399}"
664,"{'label': 'POSITIVE', 'score': 0.9872003793716431}"
665,"{'label': 'POSITIVE', 'score': 0.9827623963356018}"
666,"{'label': 'NEGATIVE', 'score': 0.9917243123054504}"
667,"{'label': 'POSITIVE', 'score': 0.9899569153785706}"
668,"{'label': 'POSITIVE', 'score': 0.974685788154602}"
669,"{'label': 'POSITIVE', 'score': 0.995497465133667}"
670,"{'label': 'POSITIVE', 'score': 0.9981333613395691}"
671,"{'label': 'POSITIVE', 'score': 0.9975211024284363}"
672,"{'label': 'POSITIVE', 'score': 0.9931331276893616}"
673,"{'label': 'POSITIVE', 'score': 0.9984720349311829}"
674,"{'label': 'NEGATIVE', 'score': 0.989138662815094}"
675,"{'label': 'NEGATIVE', 'score': 0.983985960483551}"
676,"{'label': 'NEGATIVE', 'score': 0.991959273815155}"
677,"{'label': 'POSITIVE', 'score': 0.9978448152542114}"
678,"{'label': 'POSITIVE', 'score': 0.9985206723213196}"
679,"{'label': 'POSITIVE', 'score': 0.9957809448242188}"
680,"{'label': 'POSITIVE', 'score': 0.9984625577926636}"
681,"{'label': 'NEGATIVE', 'score': 0.9977266192436218}"
682,"{'label': 'POSITIVE', 'score': 0.9984057545661926}"
683,"{'label': 'POSITIVE', 'score': 0.9933552742004395}"
684,"{'label': 'NEGATIVE', 'score': 0.9970142841339111}"
685,"{'label': 'NEGATIVE', 'score': 0.9975416660308838}"
686,"{'label': 'POSITIVE', 'score': 0.9985687732696533}"
687,"{'label': 'POSITIVE', 'score': 0.9909421801567078}"
688,"{'label': 'POSITIVE', 'score': 0.9970293045043945}"
689,"{'label': 'POSITIVE', 'score': 0.9980781078338623}"
690,"{'label': 'POSITIVE', 'score': 0.9978182315826416}"
691,"{'label': 'POSITIVE', 'score': 0.9982171654701233}"
692,"{'label': 'POSITIVE', 'score': 0.9916613101959229}"
693,"{'label': 'POSITIVE', 'score': 0.9532708525657654}"
694,"{'label': 'POSITIVE', 'score': 0.9925619959831238}"
695,"{'label': 'POSITIVE', 'score': 0.9986053109169006}"
696,"{'label': 'POSITIVE', 'score': 0.9928183555603027}"
697,"{'label': 'POSITIVE', 'score': 0.9976200461387634}"
698,"{'label': 'POSITIVE', 'score': 0.997683048248291}"
699,"{'label': 'NEGATIVE', 'score': 0.9829012155532837}"
700,"{'label': 'NEGATIVE', 'score': 0.9983742237091064}"
701,"{'label': 'NEGATIVE', 'score': 0.9772663116455078}"
702,"{'label': 'POSITIVE', 'score': 0.9986923336982727}"
703,"{'label': 'NEGATIVE', 'score': 0.9920557141304016}"
704,"{'label': 'NEGATIVE', 'score': 0.9944248199462891}"
705,"{'label': 'POSITIVE', 'score': 0.9908809661865234}"
706,"{'label': 'POSITIVE', 'score': 0.9932650327682495}"
707,"{'label': 'POSITIVE', 'score': 0.9948946237564087}"
708,"{'label': 'POSITIVE', 'score': 0.9912480115890503}"
709,"{'label': 'POSITIVE', 'score': 0.9980849027633667}"
710,"{'label': 'POSITIVE', 'score': 0.9898468852043152}"
711,"{'label': 'POSITIVE', 'score': 0.9978086352348328}"
712,"{'label': 'NEGATIVE', 'score': 0.9915434122085571}"
713,"{'label': 'POSITIVE', 'score': 0.9986295700073242}"
714,"{'label': 'POSITIVE', 'score': 0.998143196105957}"
715,"{'label': 'POSITIVE', 'score': 0.9950994849205017}"
716,"{'label': 'NEGATIVE', 'score': 0.9976021647453308}"
717,"{'label': 'POSITIVE', 'score': 0.9981027245521545}"
718,"{'label': 'NEGATIVE', 'score': 0.8523950576782227}"
719,"{'label': 'POSITIVE', 'score': 0.9975570440292358}"
720,"{'label': 'POSITIVE', 'score': 0.9977167844772339}"
721,"{'label': 'POSITIVE', 'score': 0.9980069994926453}"
722,"{'label': 'POSITIVE', 'score': 0.9985053539276123}"
723,"{'label': 'NEGATIVE', 'score': 0.9981708526611328}"
724,"{'label': 'NEGATIVE', 'score': 0.9669018983840942}"
725,"{'label': 'NEGATIVE', 'score': 0.9962103366851807}"
726,"{'label': 'POSITIVE', 'score': 0.9968780279159546}"
727,"{'label': 'POSITIVE', 'score': 0.9979986548423767}"
728,"{'label': 'POSITIVE', 'score': 0.997802197933197}"
729,"{'label': 'POSITIVE', 'score': 0.9818100929260254}"
730,"{'label': 'NEGATIVE', 'score': 0.9994205236434937}"
731,"{'label': 'POSITIVE', 'score': 0.9846663475036621}"
732,"{'label': 'POSITIVE', 'score': 0.9985376596450806}"
733,"{'label': 'NEGATIVE', 'score': 0.9923793077468872}"
734,"{'label': 'NEGATIVE', 'score': 0.9833881855010986}"
735,"{'label': 'POSITIVE', 'score': 0.9984203577041626}"
736,"{'label': 'NEGATIVE', 'score': 0.9920951724052429}"
737,"{'label': 'POSITIVE', 'score': 0.9968113303184509}"
738,"{'label': 'POSITIVE', 'score': 0.9922165870666504}"
739,"{'label': 'POSITIVE', 'score': 0.9966201782226562}"
740,"{'label': 'POSITIVE', 'score': 0.9965522289276123}"
741,"{'label': 'POSITIVE', 'score': 0.9978825449943542}"
742,"{'label': 'POSITIVE', 'score': 0.9977211356163025}"
743,"{'label': 'POSITIVE', 'score': 0.9885135293006897}"
744,"{'label': 'POSITIVE', 'score': 0.9985787868499756}"
745,"{'label': 'POSITIVE', 'score': 0.9954957962036133}"
746,"{'label': 'POSITIVE', 'score': 0.9976035952568054}"
747,"{'label': 'POSITIVE', 'score': 0.9978983402252197}"
748,"{'label': 'NEGATIVE', 'score': 0.9906181693077087}"
749,"{'label': 'POSITIVE', 'score': 0.9986091256141663}"
750,"{'label': 'POSITIVE', 'score': 0.9959742426872253}"
751,"{'label': 'POSITIVE', 'score': 0.992846667766571}"
752,"{'label': 'NEGATIVE', 'score': 0.9983697533607483}"
753,"{'label': 'POSITIVE', 'score': 0.9977499842643738}"
754,"{'label': 'POSITIVE', 'score': 0.9984625577926636}"
755,"{'label': 'POSITIVE', 'score': 0.9941188097000122}"
756,"{'label': 'POSITIVE', 'score': 0.9977843165397644}"
757,"{'label': 'POSITIVE', 'score': 0.9949637651443481}"
758,"{'label': 'POSITIVE', 'score': 0.9964752793312073}"
759,"{'label': 'POSITIVE', 'score': 0.9985641837120056}"
760,"{'label': 'NEGATIVE', 'score': 0.9831594228744507}"
761,"{'label': 'POSITIVE', 'score': 0.9971587657928467}"
762,"{'label': 'POSITIVE', 'score': 0.9983019828796387}"
763,"{'label': 'POSITIVE', 'score': 0.9968400001525879}"
764,"{'label': 'POSITIVE', 'score': 0.9975881576538086}"
765,"{'label': 'POSITIVE', 'score': 0.9326297044754028}"
766,"{'label': 'POSITIVE', 'score': 0.9975548386573792}"
767,"{'label': 'NEGATIVE', 'score': 0.9970768690109253}"
768,"{'label': 'POSITIVE', 'score': 0.9972148537635803}"
769,"{'label': 'POSITIVE', 'score': 0.9979692101478577}"
770,"{'label': 'POSITIVE', 'score': 0.9956262111663818}"
771,"{'label': 'POSITIVE', 'score': 0.9967753291130066}"
772,"{'label': 'POSITIVE', 'score': 0.995913565158844}"
773,"{'label': 'POSITIVE', 'score': 0.9969985485076904}"
774,"{'label': 'POSITIVE', 'score': 0.9917477369308472}"
775,"{'label': 'POSITIVE', 'score': 0.9988207221031189}"
776,"{'label': 'POSITIVE', 'score': 0.9974215030670166}"
777,"{'label': 'POSITIVE', 'score': 0.9985049962997437}"
778,"{'label': 'POSITIVE', 'score': 0.998601496219635}"
779,"{'label': 'POSITIVE', 'score': 0.9984143972396851}"
780,"{'label': 'POSITIVE', 'score': 0.9984702467918396}"
781,"{'label': 'POSITIVE', 'score': 0.9987322688102722}"
782,"{'label': 'POSITIVE', 'score': 0.9985741376876831}"
783,"{'label': 'POSITIVE', 'score': 0.9985748529434204}"
784,"{'label': 'NEGATIVE', 'score': 0.9918116331100464}"
785,"{'label': 'POSITIVE', 'score': 0.99644935131073}"
786,"{'label': 'POSITIVE', 'score': 0.9988277554512024}"
787,"{'label': 'NEGATIVE', 'score': 0.93241286277771}"
788,"{'label': 'POSITIVE', 'score': 0.9987990856170654}"
789,"{'label': 'POSITIVE', 'score': 0.9985974431037903}"
790,"{'label': 'POSITIVE', 'score': 0.9985437393188477}"
791,"{'label': 'POSITIVE', 'score': 0.9984765648841858}"
792,"{'label': 'POSITIVE', 'score': 0.9945401549339294}"
793,"{'label': 'POSITIVE', 'score': 0.9984351992607117}"
794,"{'label': 'POSITIVE', 'score': 0.99857497215271}"
795,"{'label': 'POSITIVE', 'score': 0.995841920375824}"
796,"{'label': 'POSITIVE', 'score': 0.9980286955833435}"
797,"{'label': 'POSITIVE', 'score': 0.9976599216461182}"
798,"{'label': 'POSITIVE', 'score': 0.9984459280967712}"
799,"{'label': 'POSITIVE', 'score': 0.9984216690063477}"
800,"{'label': 'POSITIVE', 'score': 0.9979178309440613}"
801,"{'label': 'POSITIVE', 'score': 0.9985066056251526}"
802,"{'label': 'POSITIVE', 'score': 0.9985414743423462}"
803,"{'label': 'POSITIVE', 'score': 0.9956204295158386}"
804,"{'label': 'POSITIVE', 'score': 0.9987443685531616}"
805,"{'label': 'POSITIVE', 'score': 0.9978360533714294}"
806,"{'label': 'POSITIVE', 'score': 0.998593270778656}"
807,"{'label': 'POSITIVE', 'score': 0.9975570440292358}"
808,"{'label': 'NEGATIVE', 'score': 0.9894155263900757}"
809,"{'label': 'POSITIVE', 'score': 0.9949496984481812}"
810,"{'label': 'POSITIVE', 'score': 0.9984644651412964}"
811,"{'label': 'POSITIVE', 'score': 0.9984557628631592}"
812,"{'label': 'POSITIVE', 'score': 0.9982028007507324}"
813,"{'label': 'POSITIVE', 'score': 0.998727023601532}"
814,"{'label': 'POSITIVE', 'score': 0.9980878233909607}"
815,"{'label': 'POSITIVE', 'score': 0.9958053827285767}"
816,"{'label': 'POSITIVE', 'score': 0.9981448650360107}"
817,"{'label': 'POSITIVE', 'score': 0.9965785145759583}"
818,"{'label': 'POSITIVE', 'score': 0.996048629283905}"
819,"{'label': 'POSITIVE', 'score': 0.7817140817642212}"
820,"{'label': 'POSITIVE', 'score': 0.998571515083313}"
821,"{'label': 'POSITIVE', 'score': 0.9985449314117432}"
822,"{'label': 'POSITIVE', 'score': 0.9972875118255615}"
823,"{'label': 'POSITIVE', 'score': 0.9966822266578674}"
824,"{'label': 'POSITIVE', 'score': 0.9986513257026672}"
825,"{'label': 'POSITIVE', 'score': 0.9985464215278625}"
826,"{'label': 'POSITIVE', 'score': 0.9953503608703613}"
827,"{'label': 'POSITIVE', 'score': 0.9980471134185791}"
828,"{'label': 'POSITIVE', 'score': 0.9978614449501038}"
829,"{'label': 'POSITIVE', 'score': 0.9921855330467224}"
830,"{'label': 'POSITIVE', 'score': 0.6734780073165894}"
831,"{'label': 'POSITIVE', 'score': 0.9948768019676208}"
832,"{'label': 'POSITIVE', 'score': 0.9974451065063477}"
833,"{'label': 'POSITIVE', 'score': 0.9941136240959167}"
834,"{'label': 'NEGATIVE', 'score': 0.9990262985229492}"
835,"{'label': 'POSITIVE', 'score': 0.9949405193328857}"
836,"{'label': 'POSITIVE', 'score': 0.9985076785087585}"
837,"{'label': 'POSITIVE', 'score': 0.9873164892196655}"
838,"{'label': 'POSITIVE', 'score': 0.9904324412345886}"
839,"{'label': 'POSITIVE', 'score': 0.9928541779518127}"
840,"{'label': 'POSITIVE', 'score': 0.9983898401260376}"
841,"{'label': 'POSITIVE', 'score': 0.9948644042015076}"
842,"{'label': 'POSITIVE', 'score': 0.993969202041626}"
843,"{'label': 'POSITIVE', 'score': 0.9983587861061096}"
844,"{'label': 'POSITIVE', 'score': 0.9970657229423523}"
845,"{'label': 'POSITIVE', 'score': 0.9983555674552917}"
846,"{'label': 'POSITIVE', 'score': 0.9983686804771423}"
847,"{'label': 'POSITIVE', 'score': 0.997982382774353}"
848,"{'label': 'POSITIVE', 'score': 0.9972668886184692}"
849,"{'label': 'POSITIVE', 'score': 0.9972032308578491}"
850,"{'label': 'POSITIVE', 'score': 0.9982278943061829}"
851,"{'label': 'POSITIVE', 'score': 0.9986134767532349}"
852,"{'label': 'POSITIVE', 'score': 0.9985744953155518}"
853,"{'label': 'POSITIVE', 'score': 0.9958130717277527}"
854,"{'label': 'NEGATIVE', 'score': 0.9944985508918762}"
855,"{'label': 'NEGATIVE', 'score': 0.9982302784919739}"
856,"{'label': 'POSITIVE', 'score': 0.9961382746696472}"
857,"{'label': 'POSITIVE', 'score': 0.983668863773346}"
858,"{'label': 'POSITIVE', 'score': 0.9981194138526917}"
859,"{'label': 'POSITIVE', 'score': 0.9971590042114258}"
860,"{'label': 'POSITIVE', 'score': 0.9972658157348633}"
861,"{'label': 'POSITIVE', 'score': 0.9461100101470947}"
862,"{'label': 'POSITIVE', 'score': 0.9986339211463928}"
863,"{'label': 'NEGATIVE', 'score': 0.9957724213600159}"
864,"{'label': 'POSITIVE', 'score': 0.9985365867614746}"
865,"{'label': 'POSITIVE', 'score': 0.9932786822319031}"
866,"{'label': 'POSITIVE', 'score': 0.9984058737754822}"
867,"{'label': 'POSITIVE', 'score': 0.9985973238945007}"
868,"{'label': 'POSITIVE', 'score': 0.9873407483100891}"
869,"{'label': 'POSITIVE', 'score': 0.9978392720222473}"
870,"{'label': 'NEGATIVE', 'score': 0.9853636622428894}"
871,"{'label': 'POSITIVE', 'score': 0.9885714650154114}"
